id,created_at,text
1169227773937946624,2019-09-04 12:36:39,"THINK twice before you speak: 
Ask yourself— is what you are going to say....

T—Thoughtful 
H—Honest
I—Intelligent… https://t.co/1AJAzdJ9px"
1168876327149215746,2019-09-03 13:20:07,"Wonderful podcast with Jay Urich—he is an incredible athlete, encourager of Christian Life, positive role model, an… https://t.co/ZAAfWeyT0E"
1168851479756713985,2019-09-03 11:41:23,@JenSpurrier711 Happy Birthday Charlotte 🌟💕
1168644101996273667,2019-09-02 21:57:20,@EricGlovercfd9 Stay safe!!!!
1168528464011567107,2019-09-02 14:17:50,https://t.co/g3rlBh2c6A
1168527122887073792,2019-09-02 14:12:30,When the emotional side of your brain kicks in—the logical side can’t take over...they can’t work simultaneously...… https://t.co/c954sxH0zK
1168341602651299841,2019-09-02 01:55:19,❤️My heart goes out to this family❤️Tyler Hilinski's family still endures his death and CTE revelation - Los Angele… https://t.co/qBAApjhUCR
1168316919033864192,2019-09-02 00:17:14,Hurricane 👁skirting the Eastern Coast👀 https://t.co/dS6jwR3oAE
1167604651753189376,2019-08-31 01:06:56,@Jason08279639 HOWL AT THE MOON piano bar—in Charlotte downtown 🌟
1167582899228631045,2019-08-30 23:40:30,@J_Reeves15 LOVE THIS🌟💕
1167539196992643076,2019-08-30 20:46:51,@HellRoosters @GamecockFB Great perspective 😂😂🤣🤣
1167467608276459521,2019-08-30 16:02:22,Love this❤️🐔🏈🕺 https://t.co/eMExewzrz9
1167420697657978880,2019-08-30 12:55:58,Wow! Incredible 🌟 https://t.co/EuetPvpXxR
1167215372182986752,2019-08-29 23:20:05,INCREDIBLE 🌟🏈💪🏻❤️ https://t.co/Qc2CSLzppw
1167143258209869829,2019-08-29 18:33:31,@SCVarsity Me too!
1166866516295454726,2019-08-29 00:13:51,@susancarlay66 Yes—she is great🌟It’s incredible!
1166824697813712897,2019-08-28 21:27:41,"Great movie🌟—a wonderful story of becoming a better person, living life according to God’s will and never giving up… https://t.co/Qt28i6JxTp"
1165979522866528256,2019-08-26 13:29:15,Every person has the ability to positively influence others even when it is hard to see it—choose to keep living li… https://t.co/S90PIm5HmA
1164974717402529794,2019-08-23 18:56:31,Best video of this song—I LOVE Cocky🐔🏈❤️ https://t.co/7eVvV8rZ3x
1164598226068082695,2019-08-22 18:00:28,@UrichJay You are impacting/influencing people!! Keep focusing on your purpose—God’s got everything else🙏🏻💕💕
1164577803674836994,2019-08-22 16:39:19,@UrichJay is a wonderful role model and teammate 🌟Jay’s testimony of humility and his Faith are something we can al… https://t.co/exbe2RgzG1
1164564137764163586,2019-08-22 15:45:01,Way to go Gamecocks 🐔🏈💪🏻❤️ https://t.co/3aqcgEvuZw
1164559835058311175,2019-08-22 15:27:55,@theUSC @CoachWMuschamp Love this photo @theUSC 💪🏻❤️
1164237730496360454,2019-08-21 18:08:00,WOW! Can’t wait to see this group of stars dancing this season 🌟💕 https://t.co/xjOF3Ba5sQ
1164168723290349568,2019-08-21 13:33:47,@SCweather_wx I pray this is happens🙏🏻🏈❤️
1164146651981844480,2019-08-21 12:06:05,Happiness is a choice regardless of your circumstances ☀️💕 https://t.co/CZ0kezMHga
1164142246616358912,2019-08-21 11:48:34,💪🏻🏈❤️ https://t.co/i8KK7vRM3I
1163971373754212358,2019-08-21 00:29:35,@GamecockFB @Spencer_ER Congratulations 🌟 This is wonderful news🏈🙏🏻❤️
1163580233959825410,2019-08-19 22:35:20,@BIGGtime87 your purpose has changed course: influencing others with your knowledge and experience is your “new pat… https://t.co/iYbPBTMc7C
1163420498644127745,2019-08-19 12:00:36,Love it 🥰 https://t.co/YDRqpJ1Z78
1163414512474701824,2019-08-19 11:36:49,Sunrise this morning on Lake Murray ...seeing the purple martens leave the island for their daily adventure was ama… https://t.co/S4aeeHMFGT
1163184570382110727,2019-08-18 20:23:07,“God uses flawed people like us. To impact other flawed people....Our influence is not about whether we are adequat… https://t.co/BvvpyN0E5V
1163181689989996544,2019-08-18 20:11:40,"From Pam Tebow’s book, Ripple Effects...”There is more to life than a daily routine; we are created to have an impa… https://t.co/cb29fEvhEE"
1163173705381556224,2019-08-18 19:39:56,Everyone needs “HOPE”💕 https://t.co/Hw8KEaOWv5
1162697459304452099,2019-08-17 12:07:30,Very true❤️ https://t.co/sQg2RxbjcZ
1162696010403069957,2019-08-17 12:01:45,@Believe57WPW I believe in God’s timing ❤️ https://t.co/19JICn247V
1162463439861833738,2019-08-16 20:37:36,"Kiel is such a great guy, incredible athlete, and wonderful leader on the team! Praying for him! God’s plans can so… https://t.co/HKor2doVkc"
1162080274328559616,2019-08-15 19:15:02,https://t.co/97QrgMUubM
1161679624864227328,2019-08-14 16:43:00,@SCVarsity Agree🌟
1161386150214418433,2019-08-13 21:16:50,@JessRecruitsSC LOVE IT❤️🖤💪🏻🏈🐔
1161336282548752386,2019-08-13 17:58:41,BLACK MAGIC🔥🐔❤️ https://t.co/9lc8Y0AFoe
1161244944142610433,2019-08-13 11:55:44,Be the positive influence 🌟 https://t.co/aIpX2Nptcq
1160955360867495936,2019-08-12 16:45:02,Jay Urich’s Faith in God helped him make transition from QB to WR | Football | https://t.co/AUDnynHdLh ⁦@UrichJay⁩… https://t.co/6U84y8YsE3
1160564804454670337,2019-08-11 14:53:06,@susancarlay66 @CarlaySummie Happy Birthday Summie 🌟 Have a wonderful day🎉🎂🎁🎈🎉🎂❤️
1160511278131159040,2019-08-11 11:20:24,https://t.co/ZbuoIh0siu
1159634624815030273,2019-08-09 01:16:54,@SCVarsity @Yellowstone 😫😫😫
1159591301664432128,2019-08-08 22:24:45,"@SCVarsity @Yellowstone We LOVE that show, but I hate waiting a week for the next show!!! 😩"
1159246019110068224,2019-08-07 23:32:43,@MAGAWeatherman Lol!! I thought that cloud formation was cool yesterday!
1159103363520356352,2019-08-07 14:05:51,💕💕💕 https://t.co/9QJ7uTUF8p
1159082531343540224,2019-08-07 12:43:04,"I am starting Pam Tebow’s book, Ripple Effect...When reading a book, you are improving your brain function-even jus… https://t.co/ypi8pGrBGL"
1159057306111422465,2019-08-07 11:02:50,💪🏻🏈💯🐔Great interview @KMM_9 https://t.co/Rs8IJ4dQEU
1158813776067682305,2019-08-06 18:55:08,@JessRecruitsSC Thank you for all you do🏈💯❤️ https://t.co/aKuVkAjGgz
1158430789513752576,2019-08-05 17:33:17,"@DB_Jones75 @SCVarsity @BotvinLST Agree with your thoughts—ROTC teaches a lot to kids, but there are so many 9-12th… https://t.co/98Y5b853TE"
1158363405230755840,2019-08-05 13:05:31,"@SCVarsity Yes, which is why there needs to be daily education in the K-12 public schools on social and emotional w… https://t.co/ua6VeXEk2j"
1158341743588335616,2019-08-05 11:39:27,@Auskoo @SCFootballMatt Congratulations 🎉 Beautiful Baby💕
1158339615998320641,2019-08-05 11:31:00,https://t.co/8C2bkw7GfI https://t.co/KnwEj6Phy8
1158331475898568704,2019-08-05 10:58:39,"@johnpfinch YES—agree! K-12 is a great place to teach all kids—social/emotional skills, coping skills, anger manage… https://t.co/LEUmplH8Ei"
1158330052121112576,2019-08-05 10:52:59,https://t.co/8C2bkw7GfI
1158329848437383170,2019-08-05 10:52:11,"YES—agree! K-12 is a great place to teach all kids—social/emotional skills, coping skills, anger management, cognit… https://t.co/MXtHpgV3Z2"
1158108863335415809,2019-08-04 20:14:04,"From a friend on Facebook: PGFA: Put God First Again —in your words, actions and your choices!❤️🙏🏻 https://t.co/nhcaWeF4m7"
1158059637616328705,2019-08-04 16:58:27,@SCweather_wx Yes!!! I second that❄️☃️❄️
1157702547777433600,2019-08-03 17:19:31,Happy Birthday @CoachWMuschamp 🎁🎉🎂🎈❤️ https://t.co/V6wsO2UtUj
1157636047150493696,2019-08-03 12:55:16,@SCweather_wx “I believe “...2019 is going to be a special year🌟💪🏻🏈💯🐔
1157314226714763264,2019-08-02 15:36:28,Needs to be at the entrance of every classroom too🥰 https://t.co/oEECW8RT2R
1157256841107255296,2019-08-02 11:48:26,Amazing young man!🌟🏈❤️ https://t.co/7tw8DNvgQj
1156934754689830914,2019-08-01 14:28:34,"@UrichJay Praying God gives you strength, health and comfort during fall camp 💪🏻🏈❤️"
1156914825718579208,2019-08-01 13:09:23,"Thinking about Will Register this morning as Fall Camp begins. I am amazed at Will’s strength, work ethic, determin… https://t.co/BL9C5zXz66"
1156907886980882434,2019-08-01 12:41:49,@firstladycocky ❤️
1156895702800392192,2019-08-01 11:53:24,Moving and starting over is the beginning of healing—love this family💕💕💕💕💕💕 https://t.co/zolMEhOC28
1156616362674085888,2019-07-31 17:23:24,@wis10 https://t.co/n9jQcWuztm
1156598432322207745,2019-07-31 16:12:09,💪🏻🏈❤️ https://t.co/wikT6f0FA1
1156345977734930433,2019-07-30 23:28:59,"@JoshuaOrtegon We watch it, but this is the worst one by far—"
1155493129484677120,2019-07-28 15:00:04,https://t.co/fFZ27j3rmU
1154392748688060416,2019-07-25 14:07:33,"What’s next, throwing water on Teachers...? There needs to be consequences for threatening or assaulting public emp… https://t.co/cNsKJDUpzH"
1154141037922852865,2019-07-24 21:27:21,@JessRecruitsSC https://t.co/csrIwnn6Eh
1153771739668762626,2019-07-23 20:59:53,https://t.co/FvceOc46Bz
1153450400751792131,2019-07-22 23:43:00,@TommyCollins99 @TheBigSpur247 @CoachWMuschamp Y’all are precious 🌟!!! 🏈🐔💪🏻❤️
1153436016377810944,2019-07-22 22:45:50,100% 💯 confidence in @CoachWMuschamp and his Coaching Staff! There is a Sandstorm brewing in Columbia 🔥🏈💪🏻🐔🥰❤️ https://t.co/anC9Ok8Mt0
1153378802661306368,2019-07-22 18:58:29,"Austin Welch is a 2015 graduate of the United States Military Academy at West Point....he says, “His never-quit att… https://t.co/uwrRXc42PP"
